-0.1924,0.74186,0.47515,1.5731,0.3182,-0.8353,1.738,3.4134,-4.9309,-9.4926,0.7978,-6.3567,-2.9932,-3.7505
-0.17324,0.71419,0.42188,1.5776,0.28252,-0.8521,1.7169,3.4776,0.27329,-9.5753,0.86507,-6.4118,-2.5708,-3.7841
-0.15372,0.71572,0.36814,1.5824,0.24654,-0.86653,1.6957,3.5258,5.0635,-9.6084,0.99445,-6.434,-2.1355,-3.7986
-0.13393,0.74414,0.31422,1.588,0.21043,-0.87852,1.6744,3.5423,6.274,-9.5108,0.86093,-6.369,-1.7194,-3.7615
-0.11405,0.77935,0.26084,1.5928,0.17468,-0.88817,1.6533,3.5134,6.4528,-9.1834,0.65287,-6.15,-1.3398,-3.6334
-0.094335,0.81557,0.2093,1.5965,0.14017,-0.89568,1.6329,3.4212,6.1723,-8.5872,0.43977,-5.7508,-1.0368,-3.3987
-0.075134,0.85021,0.1611,1.599,0.10789,-0.9015,1.6138,3.248,5.0704,-7.7494,0.22745,-5.1898,-0.81444,-3.0679
-0.056905,0.87866,0.11761,1.6002,0.078764,-0.90607,1.5966,2.9827,3.7201,-6.7131,0.06946,-4.4958,-0.67023,-2.6582
-0.040166,0.89954,0.079938,1.6006,0.053533,-0.90984,1.5817,2.6176,2.6483,-5.5461,-0.025844,-3.7142,-0.56366,-2.1966
-0.025475,0.9144,0.048811,1.6005,0.032688,-0.913,1.5693,2.1442,2.0545,-4.2789,-0.054218,-2.8655,-0.47302,-1.6951
-0.013441,0.92593,0.024797,1.6002,0.016606,-0.91565,1.5598,1.5542,1.5933,-2.9241,-0.032207,-1.9582,-0.37096,-1.1586
-0.0047187,0.93488,0.0083862,1.6,0.005616,-0.91774,1.5533,0.84079,0.91282,-1.4943,0.002352,-1.0007,-0.22527,-0.59218
1.7954e-16,0.94,2.7981e-15,1.6,2.0556e-16,-0.919,1.55,-2.2204e-16,-3.4417e-14,-5.3291e-15,7.1419e-15,2.2204e-16,-3.8858e-16,3.7748e-15
